cp_id,cp_state,district_id,address_en,address2_en,address_tc,address2_tc,address_sc,address2_sc,lat,lgt,waste_type
"622","Accepted","Yuen_Long","Nam Mun Hau RCP (YL-192) at Nam Mun Hau","","南門口垃圾站 (YL-192)，南門口","","南门口垃圾站 (YL-192)，南门口","","22.446523","114.031812","Metals,Paper,Plastics"
"623","Accepted","Yuen_Long","Outside Main Building of Lok Ma Chau Control Point","","落馬洲管制站客運大樓外","","落马洲管制站客运大楼外","","22.508550","114.074877","Metals,Paper,Plastics"
"624","Accepted","Yuen_Long","Tseung Kong Wai RCP (YL-194) at Tseung Kong Wai RCP","","祥降圍垃圾站 (YL-194)，祥降圍","","祥降围垃圾站 (YL-194)，祥降围","","22.451182","113.988394","Metals,Paper,Plastics"
"626","Accepted","Yuen_Long","Lam Hau Pok RCP (YL-199) at Lam Hau Pok","","欖口壆垃圾站 (YL-199)，欖口壆","","榄口壆垃圾站 (YL-199)，榄口壆","","22.438490","114.020468","Metals,Paper,Plastics"
"627","Accepted","Yuen_Long","Sheung Pak Nai (Ming Kee Store) RCP (YL-203) at Sheung Pak Nai near Ming Kee Store, Deep Bay Road","","深灣路上白泥近明記士多垃圾站 (YL-203)，深灣路上白泥近明記士多","","深湾路上白泥近明记士多垃圾站 (YL-203)，深湾路上白泥近明记士多","","22.450142","113.963606","Metals,Paper,Plastics"
"629","Accepted","Yuen_Long","Lok Ma Chau Tsuen RCP (YL-212) at Lok Ma Chau Tsuen","","落馬洲村垃圾站 (YL-212)，落馬洲村","","落马洲村垃圾站 (YL-212)，落马洲村","","22.512575","114.079480","Metals,Paper,Plastics"
"630","Accepted","Yuen_Long","Chung Hau Tsuen RCP (YL-13) at Chung Hau Tsuen","","涌口村垃圾站 (YL-13)，涌口村","","涌口村垃圾站 (YL-13)，涌口村","","22.453439","114.029845","Metals,Paper,Plastics"
"631","Accepted","Yuen_Long","Choi Uk Tsuen RCP (YL-14) at Choi Uk Tsuen","","蔡屋村垃圾站 (YL-14)，蔡屋村 ","","蔡屋村垃圾站 (YL-14)，蔡屋村","","22.447088","114.036527","Metals,Paper,Plastics"
"632","Accepted","Yuen_Long","Shan Ha Tsuen RCP (YL-34) at Shan Ha Tsuen","","山下路山下村垃圾站 (YL-34)，山下路山下村 ","","山下路山下村垃圾站 (YL-34)，山下路山下村","","22.434308","114.015159","Metals,Paper,Plastics"
"633","Accepted","Yuen_Long","Tai To Tsuen RCP (YL-39) at Tai To Tsuen","","大道村垃圾站 (YL-39)，大道村 ","","大道村垃圾站 (YL-39)，大道村","","22.434514","114.001747","Metals,Paper,Plastics"
"634","Accepted","Yuen_Long","Wing Ning Lei (inside) RCP (YL-58) at Wing Ning Lei (inside)","","永寧里內垃圾站 (YL-58)，永寧里內","","永宁里内垃圾站 (YL-58)，永宁里内","","22.441910","114.094950","Metals,Paper,Plastics"
"635","Accepted","Yuen_Long","Sheung Tsuen (Oil Station) RCP (YL-81) at Sheung Tsuen (Oil Station)","","上村油站垃圾站 (YL-81)，上村油站 ","","上村油站垃圾站 (YL-81)，上村油站","","22.431760","114.104030","Metals,Paper,Plastics"
"636","Accepted","Yuen_Long","Shek Po Tsuen Carpark RCP (YL-93) at Shek Po Tsuen Carpark","","石埔村停車場垃圾站 (YL-93)，石埔村停車場","","石埔村停车场垃圾站 (YL-93)，石埔村停车场","","22.442030","113.995781","Metals,Paper,Plastics"
"637","Accepted","Yuen_Long","Fung Kong Tsuen (entrance) RCP(YL-131) at Fung Kong Tsuen (entrance)","","鳳降村入口垃圾站 (YL-131)，鳳降村入口 ","","凤降村入口垃圾站 (YL-131)，凤降村入口","","22.460196","113.989738","Metals,Paper,Plastics"
"639","Accepted","Yuen_Long","Hung Mo Kiu RCP (YL-141) at Hung Mo Kiu","","紅毛橋垃圾站 (YL-141)，紅毛橋 ","","红毛桥垃圾站 (YL-141)，红毛桥","","22.448013","114.049288","Metals,Paper,Plastics"
"640","Accepted","Yuen_Long","Tsing Lung Tsuen Entrance RCP (YL-144) at Tsing Lung Tsuen Entrance","","青龍村入口垃圾站 (YL-144)，青龍村入口 ","","青龙村入口垃圾站 (YL-144)，青龙村入口","","22.496292","114.074890","Metals,Paper,Plastics"
"641","Accepted","Yuen_Long","Ngau Tam Mei Entrance RCP (YL-145) at Ngau Tam Mei Entrance ","","牛潭尾入口垃圾站 (YL-145)，牛潭尾入口 ","","牛潭尾入口垃圾站 (YL-145)，牛潭尾入口","","22.480206","114.057665","Metals,Paper,Plastics"
"642","Accepted","Yuen_Long","Wai Chai Tsuen RCP (YL-146) at Wai Chai Tsuen ","","圍仔村垃圾站 (YL-146)，圍仔村 ","","围仔村垃圾站 (YL-146)，围仔村","","22.479721","114.058681","Metals,Paper,Plastics"
"643","Accepted","Yuen_Long","Long Ha RCP (YL-161) at Long Ha ","","朗廈垃圾站 (YL-161)，朗廈 ","","朗厦垃圾站 (YL-161)，朗厦","","22.468591","114.055247","Metals,Paper,Plastics"
"644","Accepted","Yuen_Long","Fan Tin Tsuen RCP (YL-164) at side of Fan Tin Tsuen AP YL-157","","藩田村垃圾站 (YL-164)，藩田村YL-157旱厠旁","","藩田村垃圾站 (YL-164)，藩田村YL-157旱厕旁","","22.497694","114.076039","Metals,Paper,Plastics"
"645","Accepted","Yuen_Long","Fung Kat Heung RCP 1 (YL-167) at Fung Kat Heung","","逢吉鄉一站垃圾站 (YL-167)，逢吉鄉 ","","逢吉乡一站垃圾站 (YL-167)，逢吉乡","","22.458084","114.052590","Metals,Paper,Plastics"
"646","Accepted","Yuen_Long","Tai Hong Wai RCP (YL-168) at Tai Hong Wai","","泰康圍垃圾站 (YL-168)，泰康圍 ","","泰康围垃圾站 (YL-168)，泰康围","","22.440083","114.062733","Metals,Paper,Plastics"
"647","Accepted","Yuen_Long","Junction of Kam Tin Road and Kam Tai Road RCP (YL-170) at Junction of Kam Tin Road and Kam Tai Road","","錦田路及錦泰路交界垃圾站(YL-170)，錦田路及錦泰路交界垃圾站 ","","锦田路及锦泰路交界垃圾站(YL-170)，锦田路及锦泰路交界垃圾站","","22.440116","114.058422","Metals,Paper,Plastics"
"648","Accepted","Yuen_Long","Ngau Hom Tsuen RCP (YL-202) at Ngau Hom Tsuen ","","牛磡村垃圾站 (YL-202)，牛磡村 ","","牛磡村垃圾站 (YL-202)，牛磡村","","22.461267","113.989545","Metals,Paper,Plastics"
"649","Accepted","Yuen_Long","Sai Shan Tsuen (near Yau Kung School) RCP (YL-207) at Sai Shan Tsuen (near Yau Kung School) ","","新生村近友恭小學垃圾站(YL-207)，新生村近友恭小學 ","","新生村近友恭小学垃圾站(YL-207)，新生村近友恭小学","","22.440335","113.987723","Metals,Paper,Plastics"
"650","Accepted","Yuen_Long","Ha Mei San Tsuen (near carpark) RCP (YL-208) at Ha Mei San Tsuen (near carpark)","","蝦尾新村近停車場垃圾站(YL-208)，蝦尾新村近停車場","","虾尾新村近停车场垃圾站(YL-208)，虾尾新村近停车场","","22.453265","114.010490","Metals,Paper,Plastics"
"651","Accepted","Yuen_Long","Shan Pui Tsuen RCP (YL-214) at Shan Pui Tsuen","","山貝村垃圾站 (YL-214)，山貝村 ","","山贝村垃圾站 (YL-214)，山贝村","","22.452095","114.035284","Metals,Paper,Plastics"
"652","Accepted","Yuen_Long","Chui Tung Lane RCP (YL-215) at Chui Tung Lane","","翠桐里垃圾站 (YL-215)，翠桐里 ","","翠桐里垃圾站 (YL-215)，翠桐里","","22.452281","114.032331","Metals,Paper,Plastics"
"653","Accepted","Yuen_Long","Kam Sheung Road RCP-1(YL-217) at Kam Sheung Road ","","錦上路一站垃圾站 (YL-217)，錦上路 ","","锦上路一站垃圾站 (YL-217)，锦上路","","22.438980","114.070680","Metals,Paper,Plastics"
"654","Accepted","Yuen_Long","Wing Lung Wai RCP (YL-221) at Wing Lung Wai","","永隆圍垃圾站 (YL-221)，永隆圍","","永隆围垃圾站 (YL-221)，永隆围","","22.438681","114.067661","Metals,Paper,Plastics"
"656","Accepted","Yuen_Long","As side of Hang Fu Building, No. 38 Yau San Street, Yuen Long","","元朗又新街38號恒富大廈側","","元朗又新街38号恒富大厦侧","","22.442694","114.030999","Metals,Paper,Plastics"
"657","Accepted","Yuen_Long","Entrance of Tai Tseng Wai, Yuen Long","","元朗大井圍村口","","元朗大井围村口","","22.462597","114.022392","Metals,Paper,Plastics"
"658","Accepted","Yuen_Long","Pat Heung, Shui Mei Tsuen Bin Site","","八鄉水尾村桶站","","八乡水尾村桶站","","22.446976","114.062529","Metals,Paper,Plastics"
"659","Accepted","Yuen_Long","On Hing Street, (near On Hing Playground)","","安興街 (安興遊樂場附近)","","安兴街 (安兴游乐场附近)","","22.442539","114.023964","Metals,Paper,Plastics"
"660","Accepted","Yuen_Long","Pavement in front of Hong Kong Student Aid Society Primary School, No 3 Tin Yip Road, Tin Shui Wai","","天水圍天業路3號香港學生輔助會小學門口對出行人路","","天水围天业路3号香港学生辅助会小学门口对出行人路","","22.465494","114.005058","Metals,Paper,Plastics"
"661","Accepted","Yuen_Long","Shan Ha Tsuen, Yuen Long (near mini bus station at Shan Ha Tsuen)","","元朗山下村 (山下村小巴站附近)","","元朗山下村 (山下村小巴站附近)","","22.432318","114.016795","Metals,Paper,Plastics"
"662","Accepted","Yuen_Long","Entrance of Tan Kwai Tsuen (near Tan Kwai Tsuen Public Toilet YL-88)","","元朗桂丹村村口(近洪水橋桂丹村公廁YL-88)","","元朗桂丹村村口(近洪水桥桂丹村公厕YL-88)","","22.426005","113.997057","Metals,Paper,Plastics"
"663","Accepted","North","Outside Ta Kwu Leng Government Office, Ping Che Road","","坪輋路打鼓嶺政府合署外","","坪輋路打鼓岭政府合署外","","22.524495","114.160716","Metals,Paper,Plastics"
"664","Accepted","North","RCP at Tsz Tong Tsuen (near toilet)","","祠堂村垃圾收集站(近公廁)","","祠堂村垃圾收集站(近公厕)","","22.498136","114.152937","Metals,Paper,Plastics"
"666","Accepted","North","Fanling Lau RCP","","粉嶺樓垃圾收集站","","粉岭楼垃圾收集站","","22.497632","114.140555","Metals,Paper,Plastics"
"667","Accepted","North","Regent Ville Bus Terminus, Fanling","","粉嶺帝庭軒巴士總站","","粉岭帝庭轩巴士总站","","22.500186","114.143744","Metals,Paper,Plastics"
"668","Accepted","North","Opposite to Sheung Shui Centre, San Wan Road","","新運路上水中心對面","","新运路上水中心对面","","22.500885","114.128567","Metals,Paper,Plastics"
"669","Accepted","North","Landmark North Bus Terminus","","上水廣場巴士總站","","上水广场巴士总站","","22.502219","114.128316","Metals,Paper,Plastics"
"670","Accepted","North","Sheung Shui Public Light Bus Terminus","","上水小巴總站","","上水小巴总站","","22.501776","114.128304","Metals,Paper,Plastics"
"671","Accepted","North","Outside San Shing Avenue Public Toilet-cum-bathhouse","","新城路公廁及浴室外","","新城路公厕及浴室外","","22.504728","114.129446","Metals,Paper,Plastics"
"672","Accepted","North","Fu Hing Street RCP","","符興街垃圾收集站","","符兴街垃圾收集站","","22.503991","114.128196","Metals,Paper,Plastics"
"673","Accepted","North","Beside Po Sheung Tsuen RCP N-16, Sheung Shui Wai","","上水圍埔上村垃圾收集站N-16側","","上水围埔上村垃圾收集站N-16侧","","22.508647","114.123071","Metals,Paper,Plastics"
"674","Accepted","North","Beside RCP N-134 at Tung Hing Road, Sheung Shui Wai","","上水圍東慶路垃圾收集站N-134側","","上水围东庆路垃圾收集站N-134侧","","22.507056","114.124721","Metals,Paper,Plastics"
"675","Accepted","North","RCP at Tai Tau Leng (N-20)","","大頭嶺垃圾收集站 (N-20)","","大头岭垃圾收集站 (N-20)","","22.502120","114.123138","Metals,Paper,Plastics"
"676","Accepted","North","Pavement outside Block 5 and 6 of Tsui Lai Garden,Sheung Shui","","翠麗花園第5 座及第6座外行人路","","翠丽花园第5 座及第6座外行人路","","22.507807","114.127689","Metals,Paper,Plastics"
"677","Accepted","North","Beside Sheung Shui Wai Rural Committee Office Sheung Shui Wai","","上水圍村公所側","","上水围村公所侧","","22.509455","114.123406","Metals,Paper,Plastics"
"678","Accepted","North","Outside Che Ping Street Public Toilet-cum-bathhouse","","車坪街公廁及浴室外","","车坪街公厕及浴室外","","22.545317","114.224794","Metals,Paper,Plastics"
"679","Accepted","North","Sha Tau Kok Bus Terminus","","沙頭角巴士總站","","沙头角巴士总站","","22.545525","114.223808","Metals,Paper,Plastics"
"680","Accepted","North","Luen Fat Street RCP","","聯發街垃圾站","","联发街垃圾站","","22.498061","114.141841","Metals,Paper,Plastics"
"682","Accepted","North","Beside RCP N-11 at Ming Tak Tong, Tai Yuen Tsuen, Sheung Shui Wai","","上水圍明德堂垃圾收集站N-11側","","上水围明德堂垃圾收集站N-11侧","","22.508868","114.125416","Metals,Paper,Plastics"
"683","Accepted","North","San Uk Tsuen, Lung Yeuk Tau, Fanling","","粉嶺龍躍頭新屋村","","粉岭龙跃头新屋村","","22.503101","114.148367","Metals,Paper,Plastics"
"684","Accepted","North","Sze Tau Leng Tsuen","","獅頭嶺村","","狮头岭村","","22.507777","114.179891","Metals,Paper,Plastics"
"686","Accepted","North","Sheung Wo Hang Tsuen, Sha Tau Kok","","沙頭角上禾坑村","","沙头角上禾坑村","","22.524626","114.194376","Metals,Paper,Plastics"
"687","Accepted","North","At side of RCP, N-15 of Sheung Shui Wai Playground, Sheung Shui","","上水圍垃圾站編號N15旁近上水圍遊樂場","","上水围垃圾站编号N15旁近上水围游乐场","","22.509586","114.124353","Metals,Paper,Plastics"
"688","Accepted","North","At side of RCP, N-112 at Ho Sheung Heung Old Village, Shweung Shui","","上水河上鄉舊村垃圾站編號N112旁","","上水河上乡旧村垃圾站编号N112旁","","22.510773","114.110021","Metals,Paper,Plastics"
"689","Accepted","North","At side of Refuse Collection Point (RCP), N-68 at Hang Tau Road, Sheung Shui","","上水坑頭路垃圾站編號N68旁","","上水坑头路垃圾站编号N68旁","","22.498911","114.103421","Metals,Paper,Plastics"
"690","Accepted","North","Beside RCP N-33 at Ho Ka Yuen","","何家園垃圾收集站N-33側","","何家园垃圾收集站N-33侧","","22.485208","114.150560","Metals,Paper,Plastics"
"691","Accepted","North","Beside RCP N-34 at Hung Leng","","孔嶺垃圾收集站N-34側","","孔岭垃圾收集站N-34侧","","22.514394","114.168003","Metals,Paper,Plastics"
"692","Accepted","North","Beside bus stop at the Ko Po North Village","","粉嶺高埔北村村口巴士站側","","粉岭高埔北村村口巴士站侧","","22.511841","114.164128","Metals,Paper,Plastics"
"693","Accepted","North","Pavement Outside Union Plaza, Wo Tai Street, Luen Wo Hui","","聯和墟海聯廣場對出行人路","","联和墟海联广场对出行人路","","22.500213","114.142266","Metals,Paper,Plastics"
"694","Accepted","North","Beside RCP N-50 of Wing Ling Wai","","永寧圍垃圾站 (N-50) 側","","永宁围垃圾站 (N-50) 侧","","22.501543","114.150403","Metals,Paper,Plastics"
"695","Accepted","North","Beside RCP N-44 of Lung Yeuks Tau, San Wai","","龍躍頭新圍垃圾站 (N-44) 側","","龙跃头新围垃圾站 (N-44) 侧","","22.507609","114.148209","Metals,Paper,Plastics"
"696","Accepted","North","Beside RCP N-184 at the San Uk Tsai Tsuen, Fanling","","粉嶺新屋仔村垃圾站側","","粉岭新屋仔村垃圾站侧","","22.510401","114.177676","Metals,Paper,Plastics"
"697","Accepted","North","Beside AP N-23 at the Liu Pok Tsuen, Sheung Shui","","上水料壆村旱廁側","","上水料壆村旱厕侧","","22.527199","114.104026","Metals,Paper,Plastics"
"698","Accepted","North","So Kwun Po Tsuen RCP(N-159), Sheung Shui","","上水掃管埔垃圾站 (N-159)","","上水扫管埔垃圾站 (N-159)","","22.500663","114.130884","Metals,Paper,Plastics"
"699","Accepted","North","Fanling Wai South (car park) RCP(N-194)","","粉嶺圍南 (停車場) 垃圾站 (N-194)","","粉岭围南 (停车场) 垃圾站 (N-194)","","22.496526","114.134276","Metals,Paper,Plastics"
"700","Accepted","North","Shung Him Tong Village RCP (N-126)","","崇謙堂垃圾收集站(N-126)","","崇谦堂垃圾收集站(N-126)","","22.496874","114.147839","Metals,Paper,Plastics"
"701","Accepted","North","Tai Long Village (Ha Wo Hang) RCP (N-165)","","大朗村(下禾坑)垃圾收集站 (N-165)","","大朗村(下禾坑)垃圾收集站 (N-165)","","22.530101","114.198857","Metals,Paper,Plastics"
"702","Accepted","North","Lin Ma Hang Village RCP (N-60)","","蓮麻坑村垃圾收集站 (N-60)","","莲麻坑村垃圾收集站 (N-60)","","22.552432","114.182034","Metals,Paper,Plastics"
"703","Accepted","North","Nam Chung School RCP (N-59)","","南涌學校垃圾收集站 (N-59)","","南涌学校垃圾收集站 (N-59)","","22.524647","114.208479","Metals,Paper,Plastics"
"704","Accepted","North","Ta Kwu Ling San Tsuen RCP (N-55)","","打鼓嶺新村垃圾收集站 (N-55)","","打鼓岭新村垃圾收集站 (N-55)","","22.540536","114.148125","Metals,Paper,Plastics"
"705","Accepted","North","Li Uk Tsuen RCP (N-25)","","李屋村垃圾收集站 (N-25)","","李屋村垃圾收集站 (N-25)","","22.532987","114.150111","Metals,Paper,Plastics"
"706","Accepted","North","Luk Keng Bridge’s Pool Rd RCP (N-61)","","鹿頸橋垃圾收集站 (N-61)","","鹿颈桥垃圾收集站 (N-61)","","22.523959","114.215819","Metals,Paper,Plastics"
"707","Accepted","North","Heung Yuen RCP (N-109)","","香園垃圾收集站 (N-109)","","香园垃圾收集站 (N-109)","","22.556711","114.164436","Metals,Paper,Plastics"
"708","Accepted","North","Ying Kong Tsuen RCP (N-25)","","燕崗村垃圾收集站 (N-25)","","燕岗村垃圾收集站 (N-25)","","22.504789","114.111720","Metals,Paper,Plastics"
"709","Accepted","North","Loi Tung Tsuen (Bus Stop) RCP (N-160)","","萊洞村(巴士站)垃圾收集站 (N-160)","","莱洞村(巴士站)垃圾收集站 (N-160)","","22.521687","114.181994","Metals,Paper,Plastics"
"710","Accepted","North","Near exit of Fanling Station, Fanling Station Road, Fanling","","粉嶺粉嶺車站路近港鐵粉嶺站出口","","粉岭粉岭车站路近港铁粉岭站出口","","22.491411","114.138259","Metals,Paper,Plastics"
"711","Accepted","North","Fanling Wai North RCP (N-31)","","粉嶺圍(北)垃圾收集站 (N-31)","","粉岭围(北)垃圾收集站 (N-31)","","22.498814","114.135695","Metals,Paper,Plastics"
"712","Accepted","North","Beside the bus stop at Man Uk Bin, Sha Tau Kok","","沙頭角萬屋邊巴士站側 (沙頭角公路向沙頭角方向)","","沙头角万屋边巴士站侧 (沙头角公路向沙头角方向)","","22.524679","114.188289","Metals,Paper,Plastics"
"713","Accepted","North","Near Grand Regentville, Wo Mun Street, Fanling","","粉嶺和滿街御庭軒旁","","粉岭和满街御庭轩旁","","22.500538","114.144608","Metals,Paper,Plastics"
"714","Accepted","North","Outside Wing Fuk Centre, Wo Muk Road, Fanling ","","粉嶺和睦路榮福中心外","","粉岭和睦路荣福中心外","","22.500934","114.141856","Metals,Paper,Plastics"
"715","Accepted","North","Pavement in front of Pun Yuen Building, Luen On Street","","聯安街賓苑前行人路","","联安街宾苑前行人路","","22.498998","114.144398","Metals,Paper,Plastics"
"716","Accepted","North","Outside footbridge N-84, Choi Yuen Road (near lamp post AD4511)","","彩園路行人天橋N-84對出行人路(近燈柱AD4511)","","彩园路行人天桥N-84对出行人路(近灯柱AD4511)","","22.502150","114.126168","Metals,Paper,Plastics"
"717","Accepted","North","Pavement outside Choi Ping House, Choi Yuen Estate","","彩園邨彩屏樓外行人路","","彩园邨彩屏楼外行人路","","22.501999","114.126218","Metals,Paper,Plastics"
"718","Accepted","North","Pavement outside Landmark North, Lung Sum Avenue ","","龍琛路上水廣場外行人路","","龙琛路上水广场外行人路","","22.502866","114.128559","Metals,Paper,Plastics"
"719","Accepted","North","The junction between San Fung Avenue and Fu Hing Street ","","新豐路與符興街交界","","新丰路与符兴街交界","","22.504038","114.126803","Metals,Paper,Plastics"
"720","Accepted","North","Outside Block B, Lung Fung Garden, Lung Sum Lane","","龍琛里龍豐花園B座外","","龙琛里龙丰花园B座外","","22.502706","114.129319","Metals,Paper,Plastics"
"721","Accepted","North","Pavement behind Petrol Station, San Fung Avenue","","新豐路加油站後行人路","","新丰路加油站后行人路","","22.506935","114.127162","Metals,Paper,Plastics"
"722","Accepted","North","Outside Town Hall, Lung Wan Road ","","龍運路大會堂外","","龙运路大会堂外","","22.501400","114.129128","Metals,Paper,Plastics"
"723","Accepted","North","Outside Shei Wu Hui Market, Chi Cheong Road ","","智昌路石湖墟街市外","","智昌路石湖墟街市外","","22.502692","114.130589","Metals,Paper,Plastics"
"724","Accepted","North","Junction between Chi Shun Lane and Chi Cheong Road, outside Sunningdale Garden","","智順里與智昌路交界順欣花園外","","智顺里与智昌路交界顺欣花园外","","22.501649","114.131676","Metals,Paper,Plastics"
"725","Accepted","North","Beside the refuse collection point (RCP N-56) opposite to Baptist Garden, Ping Che Road, Ping Che.","","坪輋坪輋道浸會園對面的垃圾站 (N-56)側","","坪輋坪輋道浸会园对面的垃圾站 (N-56)侧","","22.521320","114.162772","Metals,Paper,Plastics"
"726","Accepted","North","Beside the refuse collection point (RCP N-192), opposite to Yuen Ha Tsuen Bus Stop, Ping Che Road, Ping Che.","","坪輋坪輋道元下村巴士站對面的垃圾站 (N-192)側","","坪輋坪輋道元下村巴士站对面的垃圾站 (N-192)侧","","22.527492","114.158892","Metals,Paper,Plastics"
"727","Accepted","North","At side of aqua privy (1) at Shun Yee Tsuen, Ma Tso Lung (N-27) ","","馬草壟信義村旱廁(1) (N-27)側","","马草垄信义村旱厕(1) (N-27)侧","","22.522647","114.098254","Metals,Paper,Plastics"
"728","Accepted","North","Chung Pak Long Tsuen (North) (N-1) at Chung Pak Long Tsuen (North)","","松柏朗村(北)垃圾站 (N-1)，松柏朗村(北)","","松柏朗村(北)垃圾站 (N-1)，松柏朗村(北)","","22.503386","114.118471","Metals,Paper,Plastics"
"729","Accepted","North","Fung Kong Tsuen (N-2) at Fung Kong Tsuen","","鳳崗村垃圾站/豬屍站 (N-2)，鳳崗村","","凤岗村垃圾站/猪尸站 (N-2)，凤岗村","","22.510003","114.104850","Metals,Paper,Plastics"
"730","Accepted","North","Ho Sheung Heung Old Village (N-5) at Ho Sheung Heung Old Village","","河上鄉舊村(洪聖廟對面)垃圾站 (N-5)，河上鄉舊村(洪聖廟對面)","","河上乡旧村(洪圣庙对面)垃圾站 (N-5)，河上乡旧村(洪圣庙对面)","","22.509358","114.108482","Metals,Paper,Plastics"
"731","Accepted","North","Hung Kiu San Tsuen (N-6) at Hung Kiu San Tsuen","","洪橋新村垃圾站/豬屍站P (N-6)，洪橋新村","","洪桥新村垃圾站/猪尸站P (N-6)，洪桥新村","","22.518519","114.124740","Metals,Paper,Plastics"
"732","Accepted","North","Kam Tsin Tsuen(North) (N-7) at Kam Tsin Tsuen(North)","","金錢村北垃圾站 (N-7)，金錢村北","","金钱村北垃圾站 (N-7)，金钱村北","","22.501153","114.112353","Metals,Paper,Plastics"
"733","Accepted","North","Kam Tsin Tsuen(South) (N-8) at Kam Tsin Tsuen(South)","","金錢村南垃圾站 (N-8)，金錢村南","","金钱村南垃圾站 (N-8)，金钱村南","","22.499087","114.112123","Metals,Paper,Plastics"
"734","Accepted","North","Kwu Tung Vegetable Station (N-9) at Kwu Tung Vegetable Station","","古洞菜站垃圾站 (N-9)，古洞菜站","","古洞菜站垃圾站 (N-9)，古洞菜站","","22.504376","114.102827","Metals,Paper,Plastics"
"735","Accepted","North","On Po Tsuen (N-12) at On Po Tsuen","","安圃村垃圾站 (N-12)，安圃村","","安圃村垃圾站 (N-12)，安圃村","","22.489788","114.118315","Metals,Paper,Plastics"
"736","Accepted","North","Ping Kong San Tsuen Playground (58K)","","丙崗新村遊樂場","","丙岗新村游乐场","","22.490314","114.122932","Metals,Paper,Plastics"
"737","Accepted","North","San Uk Ling, Man Kam ToRoad (N-14) at San Uk Ling, Man Kam ToRoad","","文錦渡路新屋嶺垃圾站 (N-14)，文錦渡路新屋嶺","","文锦渡路新屋岭垃圾站 (N-14)，文锦渡路新屋岭","","22.535113","114.132004","Metals,Paper,Plastics"
"738","Accepted","North","Sheung Shui Wai, Po Sheung Tsuen (N-17) at Sheung Shui Wai, Po Sheung Tsuen","","莆上村(2)垃圾站 (N-17)，莆上村","","莆上村(2)垃圾站 (N-17)，莆上村","","22.508996","114.123482","Metals,Paper,Plastics"
"739","Accepted","North","Sheung Shui Wai, Sheung Pak Tsuen (N-18) at Sheung Shui Wai, Sheung Pak Tsuen","","上水圍上北村垃圾站 (N-18)，上水圍上北村","","上水围上北村垃圾站 (N-18)，上水围上北村","","22.510530","114.125402","Metals,Paper,Plastics"
"740","Accepted","North","Sheung Shui Wai, Wai Loi Tsuen (N-19) at Sheung Shui Wai, Wai Loi Tsuen","","上水圍圍內村垃圾站 (N-19)，上水圍圍內村","","上水围围内村垃圾站 (N-19)，上水围围内村","","22.510208","114.123342","Metals,Paper,Plastics"
"741","Accepted","North","Tin Kwong Po (N-21) at Tin Kwong Po","","天光甫垃圾站 (N-21)，天光甫","","天光甫垃圾站 (N-21)，天光甫","","22.502747","114.114974","Metals,Paper,Plastics"
"742","Accepted","North","Tong Kung Leng (N-22) at Tong Kung Leng","","唐公嶺垃圾站 (N-22)，唐公嶺","","唐公岭垃圾站 (N-22)，唐公岭","","22.483339","114.111057","Metals,Paper,Plastics"
"743","Accepted","North","Tsiu Keng Market (N-23) at Tsiu Keng Market","","蕉徑街市垃圾站 (N-23)，蕉徑街市","","蕉径街市垃圾站 (N-23)，蕉径街市","","22.476540","114.111294","Metals,Paper,Plastics"
"744","Accepted","North","Tung Fong Farm, Kwun Tung (N-24) at Tung Fong Farm, Kwun Tung","","古洞東方(農場)垃圾站 / 豬屍站P (N-24)，古洞東方(農場)","","古洞东方(农场)垃圾站 / 猪尸站P (N-24)，古洞东方(农场)","","22.509492","114.100187","Metals,Paper,Plastics"
"745","Accepted","North","San Uk Tsuen (N-28) at San Uk Tsuen","","新屋村垃圾站 (N-28)，新屋村","","新屋村垃圾站 (N-28)，新屋村","","22.503932","114.149351","Metals,Paper,Plastics"
"746","Accepted","North","Fanling Wai (Middle section) (N-30) at Fanling Wai (Middle section)","","粉嶺圍(中)垃圾站 (N-30)，粉嶺圍(中)","","粉岭围(中)垃圾站 (N-30)，粉岭围(中)","","22.497412","114.136059","Metals,Paper,Plastics"
"747","Accepted","North","Hak Pai Chai, Lung Yeuk Tau Sha Tau Kok Road (N-32) at Hak Pai Chai, Lung Yeuk Tau Sha Tau Kok Road","","沙頭角路黑牌仔垃圾站 (N-32)，沙頭角路黑牌仔","","沙头角路黑牌仔垃圾站 (N-32)，沙头角路黑牌仔","","22.504823","114.150696","Metals,Paper,Plastics"
"748","Accepted","North","Kwai Tei North (I) (N-35) at Kwai Tei North (I)","","軍地北(I)垃圾站 (N-35)，軍地北(I)","","军地北(I)垃圾站 (N-35)，军地北(I)","","22.513033","114.158837","Metals,Paper,Plastics"
"749","Accepted","North","Kwai Tei Village, Sha Tau Kok Road (N-37) at Kwai Tei Village, Sha Tau Kok Road","","軍地村垃圾站 (N-37)，沙頭角軍地村","","军地村垃圾站 (N-37)，沙头角军地村","","22.509715","114.159421","Metals,Paper,Plastics"
"750","Accepted","North","Lau Shui Heung Road (N-38) at Lau Shui Heung Road","","流水響道垃圾站 (N-38)，流水響道","","流水响道垃圾站 (N-38)，流水响道","","22.511358","114.163773","Metals,Paper,Plastics"
"751","Accepted","North","Ling Shan Tsuen near Hospital (N-39) at Ling Shan Tsuen near Hospital","","靈山村(1)近醫院垃圾站 (N-39)，靈山村近醫院","","灵山村(1)近医院垃圾站 (N-39)，灵山村近医院","","22.501183","114.137118","Metals,Paper,Plastics"
